18,17,9.1,1.96
27.04,17.09,1.94,5.55
29.57,20.49,5.88,1.83
35.23,13.1,1.56,6
30.97,11.16,3.56,1.99
15.18,17.2,2.86,11.16
14.91,31.43,14.39,1.56
29.62,31,1.24,5.23
31.13,34.29,6.79,1.02
